CFIHOS unique code,UNECE code,unit of measure name,unit of measure symbol,unit of measure dimension code CFIHOS unique code,unit of measure dimension code,unit of measure dimension name,measurement system code CFIHOS unique code,measurement system code,unit of measure synonym name
CFIHOS-65000851,,US gallon per hour,gal[US]/h,CFIHOS-45000034,VOLFLO,volume flow rate,,,
CFIHOS-65000852,G52,cubic metre per day,m3/d,CFIHOS-45000034,VOLFLO,volume flow rate,CFIHOS-60001649,SI,
CFIHOS-65000853,G53,cubic metre per minute,m3/min,CFIHOS-45000034,VOLFLO,volume flow rate,CFIHOS-60001649,SI,
CFIHOS-65000854,,cubic metre per second squared,m3/s2,CFIHOS-45000187,VPTPT,(volume per time) per time,CFIHOS-60001649,SI,
CFIHOS-65000855,,(barrel per day) per day,bbl/d2,CFIHOS-45000187,VPTPT,(volume per time) per time,,,
CFIHOS-65000856,,(barrel per hour) per hour,bbl/h2,CFIHOS-45000187,VPTPT,(volume per time) per time,,,
CFIHOS-65000857,,(cubic decimetre per second) per second,dm3/s2,CFIHOS-45000187,VPTPT,(volume per time) per time,CFIHOS-60001649,SI,
CFIHOS-65000858,,(cubic foot per day) per day,ft3/d2,CFIHOS-45000187,VPTPT,(volume per time) per time,,,
CFIHOS-65000859,,(cubic foot per hour) per hour,ft3/h2,CFIHOS-45000187,VPTPT,(volume per time) per time,,,
CFIHOS-65000860,,(cubic foot per minute) per minute,ft3/min2,CFIHOS-45000187,VPTPT,(volume per time) per time,,,
CFIHOS-65000861,,(cubic foot per second) per second,ft3/s2,CFIHOS-45000187,VPTPT,(volume per time) per time,,,
CFIHOS-65000862,,(UK gallon per hour) per hour,gal[UK]/h2,CFIHOS-45000187,VPTPT,(volume per time) per time,,,
CFIHOS-65000863,,(UK gallon per minute) per minute,gal[UK]/min2,CFIHOS-45000187,VPTPT,(volume per time) per time,,,
CFIHOS-65000864,,(US gallon per hour) per hour,gal[US]/h2,CFIHOS-45000187,VPTPT,(volume per time) per time,,,
CFIHOS-65000865,,(US gallon per minute) per minute,gal[US]/min2,CFIHOS-45000187,VPTPT,(volume per time) per time,,,
CFIHOS-65000866,,(litre per second) per second,L/s2,CFIHOS-45000187,VPTPT,(volume per time) per time,CFIHOS-60001649,SI,
CFIHOS-65000867,,(cubic metre per day) per day,m3/d2,CFIHOS-45000187,VPTPT,(volume per time) per time,CFIHOS-60001649,SI,
CFIHOS-65000868,C61,ohm metre,ohm.m,CFIHOS-45000084,ELRES,electrical resistivity,CFIHOS-60001649,SI,
CFIHOS-65000869,B50,kiloohm metre,kohm.m,CFIHOS-45000084,ELRES,electrical resistivity,CFIHOS-60001649,SI,
CFIHOS-65000870,,nanoohm square mil per foot,nohm.mil2/ft,CFIHOS-45000084,ELRES,electrical resistivity,,,
CFIHOS-65000871,,nanoohm square milimetre per metre,nohm.mm2/m,CFIHOS-45000084,ELRES,electrical resistivity,CFIHOS-60001649,SI,
CFIHOS-65000872,C60,ohm centimetre,ohm.cm,CFIHOS-45000084,ELRES,electrical resistivity,CFIHOS-60001649,SI,
CFIHOS-65000873,,ohm square metre per metre,ohm.m2/m,CFIHOS-45000084,ELRES,electrical resistivity,CFIHOS-60001649,SI,
CFIHOS-65000874,P50,weber metre,Wb.m,CFIHOS-45000118,MAGDIM,magnetic dipole moment,CFIHOS-60001649,SI,
CFIHOS-65000875,,newton square metre,N.m2,CFIHOS-45000093,FORCA,force area,CFIHOS-60001649,SI,
CFIHOS-65000876,,dyne square centimetre,dyne.cm2,CFIHOS-45000093,FORCA,force area,,,
CFIHOS-65000877,,thousand gram-force square metre,kgf.m2,CFIHOS-45000093,FORCA,force area,,,
CFIHOS-65000878,,kilonewton square metre,kN.m2,CFIHOS-45000093,FORCA,force area,CFIHOS-60001649,SI,
CFIHOS-65000879,,pound-force square inch,lbf.in2,CFIHOS-45000093,FORCA,force area,,,
CFIHOS-65000880,,millinewton square metre,mN.m2,CFIHOS-45000093,FORCA,force area,CFIHOS-60001649,SI,
CFIHOS-65000881,,poundal square centimetre,pdl.cm2,CFIHOS-45000093,FORCA,force area,,,
CFIHOS-65000882,,UK ton-force square foot,tonf[UK].ft2,CFIHOS-45000093,FORCA,force area,,,
CFIHOS-65000883,,US ton-force square foot,tonf[US].ft2,CFIHOS-45000093,FORCA,force area,,,
CFIHOS-65000884,,square metre per pascal second,m2/(Pa.s),CFIHOS-45000185,VPTPL,(volume per time) per (pressure length),CFIHOS-60001649,SI,
CFIHOS-65000885,,teradarcy-API per pascal second,TD[API]/(Pa.s),CFIHOS-45000128,MOBIL,mobility,CFIHOS-60001649,SI,
CFIHOS-65000886,,barrel per day foot psi,bbl/(ft.psi.d),CFIHOS-45000185,VPTPL,(volume per time) per (pressure length),,,
CFIHOS-65000887,,cubic foot per day foot psi,ft3/(ft.psi.d),CFIHOS-45000185,VPTPL,(volume per time) per (pressure length),,,
CFIHOS-65000888,,square metre per kilopascal day,m2/(kPa.d),CFIHOS-45000185,VPTPL,(volume per time) per (pressure length),CFIHOS-60001649,SI,
CFIHOS-65000889,,darcy per pascal second,D/(Pa.s),CFIHOS-45000128,MOBIL,mobility,,,
CFIHOS-65000890,,darcy per centipoise,D/cP,CFIHOS-45000128,MOBIL,mobility,,,
CFIHOS-65000891,,millidarcy square foot per pound-force second,mD.ft2/(lbf.s),CFIHOS-45000128,MOBIL,mobility,,,
CFIHOS-65000892,,millidarcy square inch per pound-force second,mD.in2/(lbf.s),CFIHOS-45000128,MOBIL,mobility,,,
CFIHOS-65000893,,millidarcy per pascal second,mD/(Pa.s),CFIHOS-45000128,MOBIL,mobility,,,
CFIHOS-65000894,,millidarcy per centipoise,mD/cP,CFIHOS-45000128,MOBIL,mobility,,,
CFIHOS-65000895,,centimetre to the fourth power,cm4,CFIHOS-45000148,QUADAR,second moment of area,CFIHOS-60001649,SI,
CFIHOS-65000896,B83,metre to the fourth power,m4,CFIHOS-45000148,QUADAR,second moment of area,CFIHOS-60001649,SI,
CFIHOS-65000897,D69,inch to the fourth power,in4,CFIHOS-45000148,QUADAR,second moment of area,,,
CFIHOS-65000898,,metre to the fourth power per second,m4/s,CFIHOS-45000184,VPTL,(volume per time) length,CFIHOS-60001649,SI,
CFIHOS-65000899,,thousand barrel foot per day,1000 bbl.ft/d,CFIHOS-45000184,VPTL,(volume per time) length,,,
CFIHOS-65000900,,thousand (cubic metre per day) metre,1000 m4/d,CFIHOS-45000184,VPTL,(volume per time) length,,,
CFIHOS-65000901,,cubic metre per pascal second,m3/(Pa.s),CFIHOS-45000186,VPTPP,(volume per time) per pressure,CFIHOS-60001649,SI,
CFIHOS-65000902,,(thousand cubic foot per day) per psi,1000 ft3/(psi.d),CFIHOS-45000186,VPTPP,(volume per time) per pressure,,,
CFIHOS-65000903,,(barrel per day) per kilopascal,bbl/(kPa.d),CFIHOS-45000186,VPTPP,(volume per time) per pressure,,,
CFIHOS-65000904,,(barrel per day) per psi,bbl/(psi.d),CFIHOS-45000186,VPTPP,(volume per time) per pressure,,,
CFIHOS-65000905,,(litre per minute) per bar,L/(bar.min),CFIHOS-45000186,VPTPP,(volume per time) per pressure,CFIHOS-60001649,SI,
CFIHOS-65000906,,(cubic metre per day) per bar,m3/(bar.d),CFIHOS-45000186,VPTPP,(volume per time) per pressure,CFIHOS-60001649,SI,
CFIHOS-65000907,,(cubic metre per hour) per bar,m3/(bar.h),CFIHOS-45000186,VPTPP,(volume per time) per pressure,CFIHOS-60001649,SI,
CFIHOS-65000908,,(cubic metre per minute) per bar,m3/(bar.min),CFIHOS-45000186,VPTPP,(volume per time) per pressure,CFIHOS-60001649,SI,
CFIHOS-65000909,,(cubic metre per day) per kilopascal,m3/(kPa.d),CFIHOS-45000186,VPTPP,(volume per time) per pressure,CFIHOS-60001649,SI,
CFIHOS-65000910,,(cubic metre per hour) per kilopascal,m3/(kPa.h),CFIHOS-45000186,VPTPP,(volume per time) per pressure,CFIHOS-60001649,SI,
CFIHOS-65000911,,(cubic metre per day) per psi,m3/(psi.d),CFIHOS-45000186,VPTPP,(volume per time) per pressure,,,
CFIHOS-65000912,M71,cubic metre per Pascal,m3/Pa,CFIHOS-45000178,VOLPP,volume per pressure,CFIHOS-60001649,SI,
CFIHOS-65000913,,barrel per psi,bbl/psi,CFIHOS-45000178,VOLPP,volume per pressure,,,
CFIHOS-65000914,,cubic metre per kilopascal,m3/kPa,CFIHOS-45000178,VOLPP,volume per pressure,CFIHOS-60001649,SI,
CFIHOS-65000915,M94,kilogram metre,kg.m,CFIHOS-45000123,MASSL,mass length,CFIHOS-60001649,SI,
CFIHOS-65000916,,pound-mass foot,lbm.ft,CFIHOS-45000123,MASSL,mass length,,,
CFIHOS-65000917,,joule metre per second square metre delta kelvin,J.m/(s.m2.deltaK),CFIHOS-45000082,ELPTAT,energy length per time area temperature,CFIHOS-60001649,SI,
CFIHOS-65000918,,watt per metre delta kelvin,W/(m.deltaK),CFIHOS-45000029;CFIHOS-45000082,THCOND;ELPTAT,thermal conductivity;energy length per time area temperature,CFIHOS-60001649,SI,
CFIHOS-65000919,,BTU per (hour square foot delta Fahrenheit per inch),Btu[IT].in/(h.ft2.deltaF),CFIHOS-45000082,ELPTAT,energy length per time area temperature,,,
CFIHOS-65000920,,kilojoule metre per hour square metre delta kelvin,kJ.m/(h.m2.deltaK),CFIHOS-45000082,ELPTAT,energy length per time area temperature,CFIHOS-60001649,SI,
CFIHOS-65000921,,BTU per hour foot delta Fahrenheit,Btu[IT]/(h.ft.deltaF),CFIHOS-45000029,THCOND,thermal conductivity,,,
CFIHOS-65000922,,calorie per hour centimetre delta Celsius,cal[th]/(h.cm.deltaC),CFIHOS-45000029,THCOND,thermal conductivity,,,
CFIHOS-65000923,,calorie per second centimetre delta Celsius,cal[th]/(s.cm.deltaC),CFIHOS-45000029,THCOND,thermal conductivity,,,
CFIHOS-65000924,,thousand calorie per hour metre delta Celsius,kcal[th]/(h.m.deltaC),CFIHOS-45000029,THCOND,thermal conductivity,,,
CFIHOS-65000925,B91,microhenry per metre,uH/m,CFIHOS-45000120,MAGPRM,magnetic permeability,CFIHOS-60001649,SI,
CFIHOS-65000926,A98,henry per metre,H/m,CFIHOS-45000120,MAGPRM,magnetic permeability,CFIHOS-60001649,SI,
CFIHOS-65000927,H26,ohm per metre,ohm/m,CFIHOS-45000083,ELREPL,electric resistance per length,CFIHOS-60001649,SI,
CFIHOS-65000928,,microhm per foot,uohm/ft,CFIHOS-45000083,ELREPL,electric resistance per length,,,
CFIHOS-65000929,,microhm per metre,uohm/m,CFIHOS-45000083,ELREPL,electric resistance per length,CFIHOS-60001649,SI,
CFIHOS-65000930,D59,weber per metre,Wb/m,CFIHOS-45000122,MAGVPO,magnetic vector potential,CFIHOS-60001649,SI,
CFIHOS-65000931,D60,weber per millimetre,Wb/mm,CFIHOS-45000122,MAGVPO,magnetic vector potential,CFIHOS-60001649,SI,
CFIHOS-65000932,D50,volt per metre,V/m,CFIHOS-45000079,ELFIST,electric field strength,CFIHOS-60001649,SI,
CFIHOS-65000933,,millivolt per foot,mV/ft,CFIHOS-45000079,ELFIST,electric field strength,,,
CFIHOS-65000934,C30,millivolt per metre,mV/m,CFIHOS-45000079,ELFIST,electric field strength,CFIHOS-60001649,SI,
CFIHOS-65000935,,microvolt per foot,uV/ft,CFIHOS-45000079,ELFIST,electric field strength,,,
CFIHOS-65000936,C3,microvolt per metre,uV/m,CFIHOS-45000079,ELFIST,electric field strength,CFIHOS-60001649,SI,
CFIHOS-65000937,B31,kilogram metre per second,kg.m/s,CFIHOS-45000132,MOMUM,momentum,CFIHOS-60001649,SI,
CFIHOS-65000938,,foot pound-mass per second,lbm.ft/s,CFIHOS-45000132,MOMUM,momentum,,,
CFIHOS-65000939,DU,dyne,dyne,CFIHOS-45000039,FORCE,force,,,
CFIHOS-65000940,,gram-force,gf,CFIHOS-45000001;CFIHOS-45000039,CAPACI;FORCE,capacitance;force,CFIHOS-60001649,SI,
CFIHOS-65000941,C78,pound-force,lbf,CFIHOS-45000039,FORCE,force,,,
CFIHOS-65000942,,ounce-force,ozf,CFIHOS-45000039,FORCE,force,,,
CFIHOS-65000943,M76,poundal,pdl,CFIHOS-45000039,FORCE,force,,,
CFIHOS-65000944,,UK ton-force,tonf[UK],CFIHOS-45000039,FORCE,force,,,
CFIHOS-65000945,,US ton-force,tonf[US],CFIHOS-45000039,FORCE,force,,,
CFIHOS-65000946,,joule metre per square metre,J.m/m2,CFIHOS-45000081,ELPERA,energy length per area,CFIHOS-60001649,SI,
CFIHOS-65000947,B12,joule per metre,J/m,CFIHOS-45000088,ENPERL,energy per length,CFIHOS-60001649,SI,
CFIHOS-65000948,Q27,newton metre per metre,N.m/m,CFIHOS-45000092,FLOPPY,force length per length,CFIHOS-60001649,SI,
CFIHOS-65000949,,thousand calorie metre per square centimetre,kcal[th].m/cm2,CFIHOS-45000081,ELPERA,energy length per area,,,
CFIHOS-65000950,,megajoule per metre,MJ/m,CFIHOS-45000088,ENPERL,energy per length,CFIHOS-60001649,SI,
CFIHOS-65000951,,ten kilonewton,10 kN,CFIHOS-45000039,FORCE,force,,,
CFIHOS-65000952,,thousand gram-force metre per metre,kgf.m/m,CFIHOS-45000092,FLOPPY,force length per length,,,
CFIHOS-65000953,,foot pound-force per inch,lbf.ft/in,CFIHOS-45000092,FLOPPY,force length per length,,,
CFIHOS-65000954,,pound-force inch per inch,lbf.in/in,CFIHOS-45000092,FLOPPY,force length per length,,,
CFIHOS-65000955,,US ton-force mile per foot,tonf[US].mi/ft,CFIHOS-45000092,FLOPPY,force length per length,,,
CFIHOS-65000956,,centinewton,cN,CFIHOS-45000039,FORCE,force,CFIHOS-60001649,SI,
CFIHOS-65000957,,dekanewton,daN,CFIHOS-45000039,FORCE,force,CFIHOS-60001649,SI,
CFIHOS-65000958,,decinewton,dN,CFIHOS-45000039,FORCE,force,CFIHOS-60001649,SI,
CFIHOS-65000959,,exanewton,EN,CFIHOS-45000039,FORCE,force,CFIHOS-60001649,SI,
CFIHOS-65000960,,femtonewton,fN,CFIHOS-45000039,FORCE,force,CFIHOS-60001649,SI,
CFIHOS-65000961,,giganewton,GN,CFIHOS-45000110;CFIHOS-45000039,LINACC;FORCE,linear acceleration;force,,,
CFIHOS-65000962,,hectonewton,hN,CFIHOS-45000039,FORCE,force,CFIHOS-60001649,SI,
CFIHOS-65000963,,kilodyne,kdyne,CFIHOS-45000039,FORCE,force,,,
CFIHOS-65000964,,thousand gram-force,kgf,CFIHOS-45000039,FORCE,force,,,
CFIHOS-65000965,,thousand pound-force,klbf,CFIHOS-45000039,FORCE,force,,,
CFIHOS-65000966,,million gram-force,Mgf,CFIHOS-45000039,FORCE,force,,,
CFIHOS-65000967,C20,millinewton,mN,CFIHOS-45000039,FORCE,force,CFIHOS-60001649,SI,
CFIHOS-65000968,B73,meganewton,MN,CFIHOS-45000039,FORCE,force,CFIHOS-60001649,SI,
CFIHOS-65000969,,nanonewton,nN,CFIHOS-45000039,FORCE,force,CFIHOS-60001649,SI,
CFIHOS-65000970,,piconewton,pN,CFIHOS-45000039,FORCE,force,CFIHOS-60001649,SI,
CFIHOS-65000971,,teranewton,TN,CFIHOS-45000039,FORCE,force,CFIHOS-60001649,SI,
CFIHOS-65000972,B92,micronewton,uN,CFIHOS-45000039,FORCE,force,CFIHOS-60001649,SI,
CFIHOS-65000973,,per bar,1/bar,CFIHOS-45000159,RECPRE,reciprocal pressure,CFIHOS-60001649,SI,
CFIHOS-65000974,,per kilopascal,1/kPa,CFIHOS-45000159,RECPRE,reciprocal pressure,CFIHOS-60001649,SI,
CFIHOS-65000975,,per picopascal,1/pPa,CFIHOS-45000159,RECPRE,reciprocal pressure,CFIHOS-60001649,SI,
CFIHOS-65000976,,per psi,1/psi,CFIHOS-45000159,RECPRE,reciprocal pressure,,,
CFIHOS-65000977,,per millionth of psi,1/upsi,CFIHOS-45000159,RECPRE,reciprocal pressure,,,
CFIHOS-65000978,,per pascal,1/Pa,CFIHOS-45000159,RECPRE,reciprocal pressure,CFIHOS-60001649,SI,
CFIHOS-65000979,,cubic metre per joule,m3/J,CFIHOS-45000104,ISOCOM,isothermal compressibility,CFIHOS-60001649,SI,
CFIHOS-65000980,,cubic decimetre per kilowatt hour,dm3/(kW.h),CFIHOS-45000104,ISOCOM,isothermal compressibility,CFIHOS-60001649,SI,
CFIHOS-65000981,,cubic decimetre per megajoule,dm3/MJ,CFIHOS-45000104,ISOCOM,isothermal compressibility,CFIHOS-60001649,SI,
CFIHOS-65000982,,cubic metre per kilowatt hour,m3/(kW.h),CFIHOS-45000104,ISOCOM,isothermal compressibility,CFIHOS-60001649,SI,
CFIHOS-65000983,,cubic millimetre per joule,mm3/J,CFIHOS-45000104,ISOCOM,isothermal compressibility,CFIHOS-60001649,SI,
CFIHOS-65000984,,UK pint per horsepower hour,pt[UK]/(hp.h),CFIHOS-45000104,ISOCOM,isothermal compressibility,,,
CFIHOS-65000985,,carat,ct,CFIHOS-45000013,MASS,mass / weight,,,
CFIHOS-65000986,,UK hundredweight,cwt[UK],CFIHOS-45000013,MASS,mass / weight,,,
CFIHOS-65000987,,US hundredweight,cwt[US],CFIHOS-45000013,MASS,mass / weight,,,
CFIHOS-65000988,GRM,gram,g,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65000989,GRN,grain,grain,CFIHOS-45000013,MASS,mass / weight,,,
CFIHOS-65000990,,ounce-mass,ozm,CFIHOS-45000013,MASS,mass / weight,,,
CFIHOS-65000991,,troy ounce-mass,ozm[troy],CFIHOS-45000013,MASS,mass / weight,,,
CFIHOS-65000992,,94 pound-mass sack,sack[94lbm],CFIHOS-45000013,MASS,mass / weight,,,
CFIHOS-65000993,,UK ton-mass,ton[UK],CFIHOS-45000013,MASS,mass / weight,,,
CFIHOS-65000994,,US ton-mass,ton[US],CFIHOS-45000013,MASS,mass / weight,,,
CFIHOS-65000995,,attogram,ag,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65000996,CGM,centigram,cg,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65000997,,exagram,Eg,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65000998,,femtogram,fg,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65000999,,gigagram,Gg,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65001000,HGM,hectogram,hg,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65001001,,thousand pound-mass,klbm,CFIHOS-45000013,MASS,mass / weight,,,
CFIHOS-65001002,MGM,milligram,mg,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65001003,2U,megagram,Mg,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65001004,,nanogram,ng,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65001005,,picogram,pg,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65001006,,teragram,Tg,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65001007,MC,microgram,ug,CFIHOS-45000013,MASS,mass / weight,CFIHOS-60001649,SI,
CFIHOS-65001008,,watt per cubic metre delta kelvin,W/(m3.deltaK),CFIHOS-45000174,VOLHTC,volumetric heat transfer coefficient,CFIHOS-60001649,SI,
CFIHOS-65001009,,BTU per hour cubic foot delta Fahrenheit,Btu[IT]/(h.ft3.deltaF),CFIHOS-45000174,VOLHTC,volumetric heat transfer coefficient,,,
CFIHOS-65001010,,(BTU per second) per cubic foot delta Fahrenheit,Btu[IT]/(s.ft3.deltaF),CFIHOS-45000174,VOLHTC,volumetric heat transfer coefficient,,,
CFIHOS-65001011,,killowatt per cubic metre delta kelvin,kW/(m3.deltaK),CFIHOS-45000174,VOLHTC,volumetric heat transfer coefficient,CFIHOS-60001649,SI,
CFIHOS-65001012,,watt per square metre delta kelvin,W/(m2.deltaK),CFIHOS-45000100,HTCOEF,heat transfer coefficient,CFIHOS-60001649,SI,
CFIHOS-65001013,,BTU per hour square foot delta Fahrenheit,Btu[IT]/(h.ft2.deltaF),CFIHOS-45000100,HTCOEF,heat transfer coefficient,,,
CFIHOS-65001014,,BTU per hour square foot delta Rankine,Btu[IT]/(h.ft2.deltaR),CFIHOS-45000100,HTCOEF,heat transfer coefficient,,,
CFIHOS-65001015,,BTU per hour square metre delta Celsius,Btu[IT]/(h.m2.deltaC),CFIHOS-45000100,HTCOEF,heat transfer coefficient,,,
CFIHOS-65001016,,(BTU per second) per square foot delta Fahrenheit,Btu[IT]/(s.ft2.deltaF),CFIHOS-45000100,HTCOEF,heat transfer coefficient,,,
CFIHOS-65001017,,calorie per hour square centimetre delta Celsius,cal[th]/(h.cm2.deltaC),CFIHOS-45000100,HTCOEF,heat transfer coefficient,,,
CFIHOS-65001018,,calorie per second square centimetre delta Celsius,cal[th]/(s.cm2.deltaC),CFIHOS-45000100,HTCOEF,heat transfer coefficient,,,
CFIHOS-65001019,,joule per second square metre delta Celsius,J/(s.m2.deltaC),CFIHOS-45000100,HTCOEF,heat transfer coefficient,CFIHOS-60001649,SI,
CFIHOS-65001020,,thousand calorie per hour square metre delta Celsius,kcal[th]/(h.m2.deltaC),CFIHOS-45000100,HTCOEF,heat transfer coefficient,,,
CFIHOS-65001021,,kilojoule per hour square metre delta kelvin,kJ/(h.m2.deltaK),CFIHOS-45000100,HTCOEF,heat transfer coefficient,CFIHOS-60001649,SI,
CFIHOS-65001022,,kilowatt per square metre delta kelvin,kW/(m2.deltaK),CFIHOS-45000100,HTCOEF,heat transfer coefficient,CFIHOS-60001649,SI,
CFIHOS-65001023,,tesla per metre,T/m,CFIHOS-45000098,FXPERL,magnetic flux density per length,CFIHOS-60001649,SI,
CFIHOS-65001024,,gauss per centimetre,gauss/cm,CFIHOS-45000098,FXPERL,magnetic flux density per length,,,
CFIHOS-65001025,,millitesla per decimetre,mT/dm,CFIHOS-45000098,FXPERL,magnetic flux density per length,CFIHOS-60001649,SI,
CFIHOS-65001026,D33,tesla,T,CFIHOS-45000013;CFIHOS-45000127,MASS;MFLUXD,mass / weight;magnetic flux density,CFIHOS-60001649,SI,
CFIHOS-65001027,76,gauss,gauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001028,,centigauss,cgauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001029,,centitesla,cT,CFIHOS-45000013;CFIHOS-45000127,MASS;MFLUXD,mass / weight;magnetic flux density,,,
CFIHOS-65001030,,decigauss,dgauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001031,,decitesla,dT,CFIHOS-45000127,MFLUXD,magnetic flux density,CFIHOS-60001649,SI,
CFIHOS-65001032,,exagauss,Egauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001033,,exatesla,ET,CFIHOS-45000127,MFLUXD,magnetic flux density,CFIHOS-60001649,SI,
CFIHOS-65001034,,femtogauss,fgauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001035,,femtotesla,fT,CFIHOS-45000011;CFIHOS-45000127,LENGTH;MFLUXD,length;magnetic flux density,,,
CFIHOS-65001036,,gigagauss,Ggauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001037,,gigatesla,GT,CFIHOS-45000127,MFLUXD,magnetic flux density,CFIHOS-60001649,SI,
CFIHOS-65001038,78,kilogauss,kgauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001039,P13,kilotesla,kT,CFIHOS-45000127,MFLUXD,magnetic flux density,CFIHOS-60001649,SI,
CFIHOS-65001040,,milligauss,mgauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001041,,megagauss,Mgauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001042,C29,millitesla,mT,CFIHOS-45000127,MFLUXD,magnetic flux density,CFIHOS-60001649,SI,
CFIHOS-65001043,,nanogauss,ngauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001044,C48,nanotesla,nT,CFIHOS-45000127,MFLUXD,magnetic flux density,CFIHOS-60001649,SI,
CFIHOS-65001045,,picogauss,pgauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001046,,picotesla,pT,CFIHOS-45000127,MFLUXD,magnetic flux density,CFIHOS-60001649,SI,
CFIHOS-65001047,,teragauss,Tgauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001048,,teratesla,TT,CFIHOS-45000127,MFLUXD,magnetic flux density,CFIHOS-60001649,SI,
CFIHOS-65001049,,microgauss,ugauss,CFIHOS-45000127,MFLUXD,magnetic flux density,,,
CFIHOS-65001050,D81,microtesla,uT,CFIHOS-45000127,MFLUXD,magnetic flux density,CFIHOS-60001649,SI,
CFIHOS-65001051,KL,kilogram per metre,kg/m,CFIHOS-45000126,MASSPL,mass per length,CFIHOS-60001649,SI,
CFIHOS-65001052,,kilogram metre per square centimetre,kg.m/cm2,CFIHOS-45000126,MASSPL,mass per length,CFIHOS-60001649,SI,
CFIHOS-65001053,,thousand pound-mass per inch,klbm/in,CFIHOS-45000126,MASSPL,mass per length,,,
CFIHOS-65001054,,pound-mass per foot,lbm/ft,CFIHOS-45000126,MASSPL,mass per length,,,
CFIHOS-65001055,,megagram per inch,Mg/in,CFIHOS-45000126,MASSPL,mass per length,,,
CFIHOS-65001056,28,kilogram per square metre,kg/m2,CFIHOS-45000124,MASSPA,mass per area,CFIHOS-60001649,SI,
CFIHOS-65001057,,pound-mass per hundred square foot,0.01 lbm/ft2,CFIHOS-45000124,MASSPA,mass per area,,,
CFIHOS-65001058,,pound-mass per square foot,lbm/ft2,CFIHOS-45000124,MASSPA,mass per area,,,
CFIHOS-65001059,,megagram per square metre,Mg/m2,CFIHOS-45000124,MASSPA,mass per area,CFIHOS-60001649,SI,
CFIHOS-65001060,,US ton-mass per square foot,ton[US]/ft2,CFIHOS-45000124,MASSPA,mass per area,,,
CFIHOS-65001061,H56,kilogram per square metre second,kg/(m2.s),CFIHOS-45000163,SCATTA,(mass per time) per area,CFIHOS-60001649,SI,
CFIHOS-65001062,,gram foot per cubic centimetre second,g.ft/(cm3.s),CFIHOS-45000163,SCATTA,(mass per time) per area,,,
CFIHOS-65001063,,gram metre per cubic centimetre second,g.m/(cm3.s),CFIHOS-45000163,SCATTA,(mass per time) per area,CFIHOS-60001649,SI,
CFIHOS-65001064,,kilopascal second per metre,kPa.s/m,CFIHOS-45000163,SCATTA,(mass per time) per area,CFIHOS-60001649,SI,
CFIHOS-65001065,,pound-mass per square foot hour,lbm/(ft2.h),CFIHOS-45000163,SCATTA,(mass per time) per area,,,
CFIHOS-65001066,,pound-mass per square foot second,lbm/(ft2.s),CFIHOS-45000163,SCATTA,(mass per time) per area,,,
CFIHOS-65001067,,megapascal second per metre,MPa.s/m,CFIHOS-45000163,SCATTA,(mass per time) per area,CFIHOS-60001649,SI,
CFIHOS-65001068,,newton per cubic metre,N/m3,CFIHOS-45000094,FORCPV,force per volume,CFIHOS-60001649,SI,
CFIHOS-65001069,,psi per thousand foot,0.001 psi/ft,CFIHOS-45000094,FORCPV,force per volume,,,
CFIHOS-65001070,,psi per hundred foot,0.01 psi/ft,CFIHOS-45000094,FORCPV,force per volume,,,
CFIHOS-65001071,,standard atmosphere per foot,atm/ft,CFIHOS-45000094,FORCPV,force per volume,,,
