equipment class CFIHOS unique code,equipment class name,property CFIHOS unique code,property name,property relevant for equipment indicator,property relevant for model / part indicator,SI unit of measure CFIHOS unique code,SI unit of measure name,imperial unit of measure CFIHOS unique code,imperial unit of measure name
CFIHOS-30000365,signal cable,CFIHOS-40000528,rated voltage,Yes,,,,,
CFIHOS-30000663,signal converter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000514,silencer,CFIHOS-40000174,inlet flange rating,Yes,,,,,
CFIHOS-30000514,silencer,CFIHOS-40000312,outlet flange rating,Yes,,,,,
CFIHOS-30000514,silencer,CFIHOS-40000313,outlet flange size,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000744,siren,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000744,siren,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000744,siren,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000744,siren,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000744,siren,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000744,siren,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000744,siren,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000744,siren,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000744,siren,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000744,siren,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000744,siren,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000596,trim type,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000865,slide control valve,CFIHOS-40000472,upper limit operating mass flow rate,Yes,,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000865,slide control valve,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000866,slide valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000866,slide valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000866,slide valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000866,slide valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000866,slide valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000866,slide valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000866,slide valve,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000866,slide valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000866,slide valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000866,slide valve,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000629,slip ring,CFIHOS-40000528,rated voltage,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000489,capacity (volume),Yes,,CFIHOS-60001462,cubic metre,CFIHOS-60001439,cubic foot
CFIHOS-30000591,slug catcher,CFIHOS-40000041,coating specification,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000493,diameter,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000591,slug catcher,CFIHOS-40000494,dry weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000591,slug catcher,CFIHOS-40000115,external maximum allowable working pressure new and cold,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000591,slug catcher,CFIHOS-40000145,head external corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000591,slug catcher,CFIHOS-40000146,head internal corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000591,slug catcher,CFIHOS-40000149,head material specification,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000152,head weld joint efficiency,Yes,,CFIHOS-60000001,percent,CFIHOS-60000001,percent
CFIHOS-30000591,slug catcher,CFIHOS-40000497,hydrostatic test pressure,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000591,slug catcher,CFIHOS-40000188,internal maximum allowable working pressure new and cold,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000591,slug catcher,CFIHOS-40000193,internals material,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000194,internals material specification,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000200,legal registration number,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000500,length tan tan,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000591,slug catcher,CFIHOS-40000294,nozzle external corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000591,slug catcher,CFIHOS-40000295,nozzle internal corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000591,slug catcher,CFIHOS-40000297,nozzle material specification,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000519,outside diameter,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000591,slug catcher,CFIHOS-40000318,post weld heat treatment,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000542,pressure relief device,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000346,shell external corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000591,slug catcher,CFIHOS-40000350,shell internal corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000591,slug catcher,CFIHOS-40000352,shell lining material specification,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000353,shell material,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000354,shell material specification,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000369,shell wall thickness,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000591,slug catcher,CFIHOS-40000370,shell weld joint efficiency,Yes,,CFIHOS-60000001,percent,CFIHOS-60000001,percent
CFIHOS-30000591,slug catcher,CFIHOS-40000405,support fire proofing type,Yes,,,,,
CFIHOS-30000591,slug catcher,CFIHOS-40000406,support type,Yes,,,,,
CFIHOS-30000470,smoke detector,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000470,smoke detector,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000470,smoke detector,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000470,smoke detector,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000470,smoke detector,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000470,smoke detector,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000470,smoke detector,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000470,smoke detector,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000470,smoke detector,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000470,smoke detector,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000470,smoke detector,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000740,solar panel,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000740,solar panel,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000740,solar panel,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000740,solar panel,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000740,solar panel,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000740,solar panel,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000740,solar panel,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000740,solar panel,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000740,solar panel,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000740,solar panel,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000740,solar panel,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000740,solar panel,CFIHOS-40000528,rated voltage,Yes,,,,,
CFIHOS-30000368,solenoid,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000368,solenoid,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000368,solenoid,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000368,solenoid,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000368,solenoid,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000368,solenoid,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000368,solenoid,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000368,solenoid,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000368,solenoid,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000368,solenoid,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000368,solenoid,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000681,solenoid valve,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000242,solid composition analyser,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000242,solid composition analyser,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000242,solid composition analyser,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000242,solid composition analyser,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000242,solid composition analyser,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000242,solid composition analyser,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000242,solid composition analyser,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000242,solid composition analyser,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000242,solid composition analyser,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000242,solid composition analyser,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000242,solid composition analyser,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000245,sound pressure level analyser,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000555,spacer,CFIHOS-40000652,insulation required,Yes,,,,,
CFIHOS-30000248,specific gravity analyser,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000248,specific gravity analyser,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000248,specific gravity analyser,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000248,specific gravity analyser,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000248,specific gravity analyser,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000248,specific gravity analyser,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000248,specific gravity analyser,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000248,specific gravity analyser,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000248,specific gravity analyser,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000248,specific gravity analyser,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000248,specific gravity analyser,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000471,speed meter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000471,speed meter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000471,speed meter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000471,speed meter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000471,speed meter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000471,speed meter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000471,speed meter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000471,speed meter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000471,speed meter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000471,speed meter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000471,speed meter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000690,speed switch,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000690,speed switch,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000690,speed switch,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000690,speed switch,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000690,speed switch,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000690,speed switch,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000690,speed switch,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000690,speed switch,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000690,speed switch,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000690,speed switch,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000690,speed switch,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000634,calibration range,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000635,fault tolerance,Yes,,,,,
CFIHOS-30000472,speed transmitter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000867,spiral heat exchanger,CFIHOS-40000699,cold side temperature rise,Yes,,,,,
CFIHOS-30000867,spiral heat exchanger,CFIHOS-40000697,heat transfer area,Yes,,,,,
CFIHOS-30000867,spiral heat exchanger,CFIHOS-40000698,hot side temperature drop,Yes,,,,,
CFIHOS-30000657,spray nozzle,CFIHOS-40000652,insulation required,Yes,,,,,
CFIHOS-30000250,spring support,CFIHOS-40000652,insulation required,Yes,,,,,
CFIHOS-30000251,stack,CFIHOS-40000223,material,Yes,,,,,
CFIHOS-30000630,static mixer,CFIHOS-40000491,corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000630,static mixer,CFIHOS-40000494,dry weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000630,static mixer,CFIHOS-40000176,Inspection authority,Yes,,,,,
CFIHOS-30000630,static mixer,CFIHOS-40000200,legal registration number,Yes,,,,,
CFIHOS-30000630,static mixer,CFIHOS-40000516,operating weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000630,static mixer,CFIHOS-40000318,post weld heat treatment,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000098,bearing lubrication,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000643,driven equipment,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000494,dry weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000556,steam turbine,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000256,normal operating extraction steam mass flow rate,Yes,,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000556,steam turbine,CFIHOS-40000560,number of stages,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000523,rated output power,Yes,,CFIHOS-60001458,kilowatt,CFIHOS-65000001,electric-horsepower
CFIHOS-30000556,steam turbine,CFIHOS-40000569,trip speed,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000453,upper limit allowable speed,Yes,,CFIHOS-60001480,revolution per minute,CFIHOS-60001480,revolution per minute
CFIHOS-30000556,steam turbine,CFIHOS-40000571,upper limit allowable temperature,Yes,,,,,
CFIHOS-30000592,stripper,CFIHOS-40000489,capacity (volume),Yes,,CFIHOS-60001462,cubic metre,CFIHOS-60001439,cubic foot
CFIHOS-30000592,stripper,CFIHOS-40000041,coating specification,Yes,,,,,
CFIHOS-30000592,stripper,CFIHOS-40000493,diameter,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000592,stripper,CFIHOS-40000494,dry weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000592,stripper,CFIHOS-40000115,external maximum allowable working pressure new and cold,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000592,stripper,CFIHOS-40000146,head internal corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000592,stripper,CFIHOS-40000149,head material specification,Yes,,,,,
CFIHOS-30000592,stripper,CFIHOS-40000152,head weld joint efficiency,Yes,,CFIHOS-60000001,percent,CFIHOS-60000001,percent
CFIHOS-30000592,stripper,CFIHOS-40000497,hydrostatic test pressure,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000592,stripper,CFIHOS-40000188,internal maximum allowable working pressure new and cold,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000592,stripper,CFIHOS-40000194,internals material specification,Yes,,,,,
CFIHOS-30000592,stripper,CFIHOS-40000200,legal registration number,Yes,,,,,
CFIHOS-30000592,stripper,CFIHOS-40000500,length tan tan,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000592,stripper,CFIHOS-40000294,nozzle external corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000592,stripper,CFIHOS-40000295,nozzle internal corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000592,stripper,CFIHOS-40000297,nozzle material specification,Yes,,,,,
CFIHOS-30000592,stripper,CFIHOS-40000318,post weld heat treatment,Yes,,,,,
CFIHOS-30000592,stripper,CFIHOS-40000542,pressure relief device,Yes,,,,,
CFIHOS-30000592,stripper,CFIHOS-40000346,shell external corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000592,stripper,CFIHOS-40000350,shell internal corrosion allowance,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000592,stripper,CFIHOS-40000352,shell lining material specification,Yes,,,,,
CFIHOS-30000592,stripper,CFIHOS-40000354,shell material specification,Yes,,,,,
CFIHOS-30000592,stripper,CFIHOS-40000369,shell wall thickness,Yes,,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000592,stripper,CFIHOS-40000370,shell weld joint efficiency,Yes,,CFIHOS-60000001,percent,CFIHOS-60000001,percent
CFIHOS-30000592,stripper,CFIHOS-40000405,support fire proofing type,Yes,,,,,
CFIHOS-30000592,stripper,CFIHOS-40000406,support type,Yes,,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000736,subsea control module,CFIHOS-40000528,rated voltage,Yes,,,,,
CFIHOS-30000679,subsea distribution unit,CFIHOS-40000661,design water depth,Yes,,,,,
CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000497,hydrostatic test pressure,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000223,material,Yes,,,,,
CFIHOS-30000719,subsea manifold support frame,CFIHOS-40000223,material,Yes,,,,,
CFIHOS-30000725,subsea umbilical,CFIHOS-40000661,design water depth,Yes,,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000011,ATEX group,Yes,,,,,
