CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,source standard code CFIHOS unique code,source standard code,source standard section,property name in source standard,property sequence number
CFIHOS-95003169,CFIHOS-30000010,capacitance level transmitter,CFIHOS-40000635,fault tolerance,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003170,CFIHOS-30000400,capacitance probe,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003171,CFIHOS-30000400,capacitance probe,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003172,CFIHOS-30000400,capacitance probe,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003173,CFIHOS-30000400,capacitance probe,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003174,CFIHOS-30000400,capacitance probe,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003175,CFIHOS-30000400,capacitance probe,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003176,CFIHOS-30000400,capacitance probe,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003177,CFIHOS-30000400,capacitance probe,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003178,CFIHOS-30000733,capacitor,CFIHOS-40000528,rated voltage,CFIHOS-90000173,The Electricity at Work Regulations 1989,,,
CFIHOS-95003179,CFIHOS-30000012,cctv camera,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003180,CFIHOS-30000012,cctv camera,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003181,CFIHOS-30000012,cctv camera,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003182,CFIHOS-30000012,cctv camera,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003183,CFIHOS-30000012,cctv camera,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003184,CFIHOS-30000012,cctv camera,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003185,CFIHOS-30000520,centrifugal compressor,CFIHOS-40000494,dry weight,CFIHOS-90000081,ISO 10439-2:2015,,,
CFIHOS-95003186,CFIHOS-30000520,centrifugal compressor,CFIHOS-40000494,dry weight,CFIHOS-90000021,API Std 617-2:2010,,,
CFIHOS-95003187,CFIHOS-30000520,centrifugal compressor,CFIHOS-40000115,external maximum allowable working pressure new and cold,CFIHOS-90000021,API Std 617-2:2010,,,
CFIHOS-95003188,CFIHOS-30000520,centrifugal compressor,CFIHOS-40000188,internal maximum allowable working pressure new and cold,CFIHOS-90000021,API Std 617-2:2010,,,
CFIHOS-95003189,CFIHOS-30000520,centrifugal compressor,CFIHOS-40000524,rated power consumption,CFIHOS-90000081,ISO 10439-2:2015,,,
CFIHOS-95003190,CFIHOS-30000520,centrifugal compressor,CFIHOS-40000524,rated power consumption,CFIHOS-90000022,API Std 617:2014,,,
CFIHOS-95003191,CFIHOS-30000520,centrifugal compressor,CFIHOS-40000567,seal type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003192,CFIHOS-30000520,centrifugal compressor,CFIHOS-40000569,trip speed,CFIHOS-90000022,API Std 617:2014,,,
CFIHOS-95003193,CFIHOS-30000520,centrifugal compressor,CFIHOS-40000570,upper limit allowable pressure,CFIHOS-90000081,ISO 10439-2:2015,,,
CFIHOS-95003194,CFIHOS-30000520,centrifugal compressor,CFIHOS-40000570,upper limit allowable pressure,CFIHOS-90000021,API Std 617-2:2010,,,
CFIHOS-95003195,CFIHOS-30000520,centrifugal compressor,CFIHOS-40000571,upper limit allowable temperature,CFIHOS-90000022,API Std 617:2014,,,
CFIHOS-95003196,CFIHOS-30000521,centrifugal pump,CFIHOS-40000098,bearing lubrication,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003197,CFIHOS-30000521,centrifugal pump,CFIHOS-40000075,direction of rotation,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95003198,CFIHOS-30000521,centrifugal pump,CFIHOS-40000075,direction of rotation,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003199,CFIHOS-30000521,centrifugal pump,CFIHOS-40000075,direction of rotation,CFIHOS-90000061,IOGP S-615:2019,,,
CFIHOS-95003200,CFIHOS-30000521,centrifugal pump,CFIHOS-40000494,dry weight,CFIHOS-90000095,ISO 19901-5:2016,,,
CFIHOS-95003201,CFIHOS-30000521,centrifugal pump,CFIHOS-40000495,efficiency,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003202,CFIHOS-30000521,centrifugal pump,CFIHOS-40000495,efficiency,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95003203,CFIHOS-30000521,centrifugal pump,CFIHOS-40000547,impeller diameter,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003204,CFIHOS-30000521,centrifugal pump,CFIHOS-40000549,lower limit allowable temperature,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003205,CFIHOS-30000521,centrifugal pump,CFIHOS-40000549,lower limit allowable temperature,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95003206,CFIHOS-30000521,centrifugal pump,CFIHOS-40000557,net positive suction head required,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003207,CFIHOS-30000521,centrifugal pump,CFIHOS-40000278,normal operating outlet pressure,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003208,CFIHOS-30000521,centrifugal pump,CFIHOS-40000560,number of stages,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003209,CFIHOS-30000521,centrifugal pump,CFIHOS-40000516,operating weight,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003210,CFIHOS-30000521,centrifugal pump,CFIHOS-40000516,operating weight,CFIHOS-90000095,ISO 19901-5:2016,,,
CFIHOS-95003211,CFIHOS-30000521,centrifugal pump,CFIHOS-40000564,rated inlet pressure,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003212,CFIHOS-30000521,centrifugal pump,CFIHOS-40000524,rated power consumption,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003213,CFIHOS-30000521,centrifugal pump,CFIHOS-40000524,rated power consumption,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95003214,CFIHOS-30000521,centrifugal pump,CFIHOS-40000333,rated volume flow rate,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003215,CFIHOS-30000521,centrifugal pump,CFIHOS-40000333,rated volume flow rate,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95003216,CFIHOS-30000521,centrifugal pump,CFIHOS-40000567,seal type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003217,CFIHOS-30000521,centrifugal pump,CFIHOS-40000570,upper limit allowable pressure,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003218,CFIHOS-30000521,centrifugal pump,CFIHOS-40000571,upper limit allowable temperature,CFIHOS-90000088,ISO 13709:2009,,,
CFIHOS-95003219,CFIHOS-30000521,centrifugal pump,CFIHOS-40000571,upper limit allowable temperature,CFIHOS-90000015,API Std 610:2010,,,
CFIHOS-95003220,CFIHOS-30000522,centrifuge,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003221,CFIHOS-30000522,centrifuge,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003222,CFIHOS-30000522,centrifuge,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003223,CFIHOS-30000522,centrifuge,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003224,CFIHOS-30000522,centrifuge,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003225,CFIHOS-30000522,centrifuge,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003226,CFIHOS-30000013,chain hoist,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003227,CFIHOS-30000013,chain hoist,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003228,CFIHOS-30000013,chain hoist,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003229,CFIHOS-30000013,chain hoist,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003230,CFIHOS-30000013,chain hoist,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003231,CFIHOS-30000013,chain hoist,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003232,CFIHOS-30000811,choke control valve,CFIHOS-40000017,body material,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003233,CFIHOS-30000811,choke control valve,CFIHOS-40000017,body material,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003234,CFIHOS-30000811,choke control valve,CFIHOS-40000588,seat design type,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003235,CFIHOS-30000811,choke control valve,CFIHOS-40000588,seat design type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003236,CFIHOS-30000811,choke control valve,CFIHOS-40000589,stem sealing type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003237,CFIHOS-30000811,choke control valve,CFIHOS-40000596,trim type,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,
CFIHOS-95003238,CFIHOS-30000811,choke control valve,CFIHOS-40000590,valve operator type,CFIHOS-90000008,API Spec 6D:2014,,,
CFIHOS-95003239,CFIHOS-30000812,choke valve,CFIHOS-40000017,body material,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003240,CFIHOS-30000812,choke valve,CFIHOS-40000017,body material,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003241,CFIHOS-30000812,choke valve,CFIHOS-40000592,seat leakage class,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003242,CFIHOS-30000812,choke valve,CFIHOS-40000592,seat leakage class,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003243,CFIHOS-30000494,christmas tree,CFIHOS-40000647,asphaltenes,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003244,CFIHOS-30000494,christmas tree,CFIHOS-40000661,design water depth,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003245,CFIHOS-30000494,christmas tree,CFIHOS-40000650,hydrate formation,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003246,CFIHOS-30000494,christmas tree,CFIHOS-40000646,mudline suspension system,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003247,CFIHOS-30000494,christmas tree,CFIHOS-40000644,number of connection,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003248,CFIHOS-30000494,christmas tree,CFIHOS-40000645,piggable,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003249,CFIHOS-30000494,christmas tree,CFIHOS-40000651,sand production,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003250,CFIHOS-30000494,christmas tree,CFIHOS-40000648,scale formation,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003251,CFIHOS-30000494,christmas tree,CFIHOS-40000649,wax formation,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003252,CFIHOS-30000401,cloud point analyser,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003253,CFIHOS-30000401,cloud point analyser,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003254,CFIHOS-30000401,cloud point analyser,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003255,CFIHOS-30000401,cloud point analyser,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003256,CFIHOS-30000401,cloud point analyser,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003257,CFIHOS-30000401,cloud point analyser,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003258,CFIHOS-30000401,cloud point analyser,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003259,CFIHOS-30000401,cloud point analyser,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003260,CFIHOS-30000572,coalescer,CFIHOS-40000519,outside diameter,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003261,CFIHOS-30000019,cold filter plugging point analyser,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003262,CFIHOS-30000019,cold filter plugging point analyser,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003263,CFIHOS-30000019,cold filter plugging point analyser,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003264,CFIHOS-30000019,cold filter plugging point analyser,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003265,CFIHOS-30000019,cold filter plugging point analyser,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003266,CFIHOS-30000019,cold filter plugging point analyser,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003267,CFIHOS-30000019,cold filter plugging point analyser,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003268,CFIHOS-30000019,cold filter plugging point analyser,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003269,CFIHOS-30000613,compass,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003270,CFIHOS-30000021,concentration transmitter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003271,CFIHOS-30000021,concentration transmitter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003272,CFIHOS-30000021,concentration transmitter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003273,CFIHOS-30000021,concentration transmitter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003274,CFIHOS-30000021,concentration transmitter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003275,CFIHOS-30000021,concentration transmitter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003276,CFIHOS-30000021,concentration transmitter,CFIHOS-40000635,fault tolerance,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003277,CFIHOS-30000403,conductivity cell,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003278,CFIHOS-30000403,conductivity cell,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003279,CFIHOS-30000403,conductivity cell,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003280,CFIHOS-30000403,conductivity cell,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003281,CFIHOS-30000403,conductivity cell,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003282,CFIHOS-30000403,conductivity cell,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003283,CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003284,CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003285,CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003286,CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003287,CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003288,CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003289,CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003290,CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003291,CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000635,fault tolerance,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003292,CFIHOS-30000325,conductivity transmitter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003293,CFIHOS-30000325,conductivity transmitter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003294,CFIHOS-30000325,conductivity transmitter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003295,CFIHOS-30000325,conductivity transmitter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003296,CFIHOS-30000325,conductivity transmitter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003297,CFIHOS-30000325,conductivity transmitter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003298,CFIHOS-30000325,conductivity transmitter,CFIHOS-40000635,fault tolerance,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003299,CFIHOS-30000405,control box,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003300,CFIHOS-30000405,control box,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003301,CFIHOS-30000405,control box,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003302,CFIHOS-30000405,control box,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003303,CFIHOS-30000405,control box,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003304,CFIHOS-30000405,control box,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003305,CFIHOS-30000022,control module,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000035,ASME B31.3 - 2020,,,
CFIHOS-95003306,CFIHOS-30000022,control module,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003307,CFIHOS-30000022,control module,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,
CFIHOS-95003308,CFIHOS-30000022,control module,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000077,ISA-TR20.00.01-2007,,,
CFIHOS-95003309,CFIHOS-30000327,control panel,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003310,CFIHOS-30000327,control panel,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003311,CFIHOS-30000327,control panel,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003312,CFIHOS-30000327,control panel,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003313,CFIHOS-30000327,control panel,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003314,CFIHOS-30000327,control panel,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003315,CFIHOS-30000676,control switch,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003316,CFIHOS-30000638,control valve,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003317,CFIHOS-30000666,controller,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003318,CFIHOS-30000815,conventional relief valve,CFIHOS-40000017,body material,CFIHOS-90000099,ISO 28300:2008,,,
CFIHOS-95003319,CFIHOS-30000815,conventional relief valve,CFIHOS-40000586,inlet connection type,CFIHOS-90000010,API Std 526:2017,,,
CFIHOS-95003320,CFIHOS-30000815,conventional relief valve,CFIHOS-40000517,orifice area,CFIHOS-90000099,ISO 28300:2008,,,
CFIHOS-95003321,CFIHOS-30000815,conventional relief valve,CFIHOS-40000517,orifice area,CFIHOS-90000097,ISO 23251:2019,,,
CFIHOS-95003322,CFIHOS-30000815,conventional relief valve,CFIHOS-40000592,seat leakage class,CFIHOS-90000045,IEC 60534-4:2006,,,
CFIHOS-95003323,CFIHOS-30000815,conventional relief valve,CFIHOS-40000592,seat leakage class,CFIHOS-90000002,ANSI/ISA-84.00.01-2004 Part 1,,,
CFIHOS-95003324,CFIHOS-30000815,conventional relief valve,CFIHOS-40000530,set pressure,CFIHOS-90000099,ISO 28300:2008,,,
CFIHOS-95003325,CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003326,CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003327,CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003328,CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003329,CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003330,CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003331,CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003332,CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003333,CFIHOS-30000407,corrosion meter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003334,CFIHOS-30000407,corrosion meter,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003335,CFIHOS-30000407,corrosion meter,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003336,CFIHOS-30000407,corrosion meter,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003337,CFIHOS-30000407,corrosion meter,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003338,CFIHOS-30000407,corrosion meter,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003339,CFIHOS-30000419,coupling,CFIHOS-40000669,spacer length,CFIHOS-90000169,API Std 671:2020,,,
CFIHOS-95003340,CFIHOS-30000419,coupling,CFIHOS-40000669,spacer length,CFIHOS-90000067,IOGP S-700:2020,,,
CFIHOS-95003341,CFIHOS-30000597,crane,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003342,CFIHOS-30000597,crane,CFIHOS-40000010,ATEX explosive atmosphere,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003343,CFIHOS-30000597,crane,CFIHOS-40000011,ATEX group,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003344,CFIHOS-30000597,crane,CFIHOS-40000087,driver type,CFIHOS-90000090,ISO 14224:2016,,,
CFIHOS-95003345,CFIHOS-30000597,crane,CFIHOS-40000108,explosion protection concept,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003346,CFIHOS-30000597,crane,CFIHOS-40000109,explosion protection examination certificate number,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003347,CFIHOS-30000597,crane,CFIHOS-40000111,explosion protection notified body,CFIHOS-90000044,IEC 60529:2013,,,
CFIHOS-95003348,CFIHOS-30000597,crane,CFIHOS-40000667,pedestal inside diameter,CFIHOS-90000037,EN 13852-1:2013,,,
CFIHOS-95003349,CFIHOS-30000597,crane,CFIHOS-40000667,pedestal inside diameter,CFIHOS-90000006,API Spec 2C:2020,,,
CFIHOS-95003350,CFIHOS-30000597,crane,CFIHOS-40000667,pedestal inside diameter,CFIHOS-90000063,IOGP S-617:2018,,,
CFIHOS-95003351,CFIHOS-30000597,crane,CFIHOS-40000668,pedestal outside diameter,CFIHOS-90000037,EN 13852-1:2013,,,
CFIHOS-95003352,CFIHOS-30000597,crane,CFIHOS-40000668,pedestal outside diameter,CFIHOS-90000006,API Spec 2C:2020,,,
CFIHOS-95003353,CFIHOS-30000597,crane,CFIHOS-40000668,pedestal outside diameter,CFIHOS-90000063,IOGP S-617:2018,,,
CFIHOS-95003354,CFIHOS-30000597,crane,CFIHOS-40000376,stack height,CFIHOS-90000037,EN 13852-1:2013,,,
CFIHOS-95003355,CFIHOS-30000597,crane,CFIHOS-40000376,stack height,CFIHOS-90000006,API Spec 2C:2020,,,
CFIHOS-95003356,CFIHOS-30000597,crane,CFIHOS-40000376,stack height,CFIHOS-90000063,IOGP S-617:2018,,,
CFIHOS-95003357,CFIHOS-30000597,crane,CFIHOS-40000533,total weight,CFIHOS-90000037,EN 13852-1:2013,,,
CFIHOS-95003358,CFIHOS-30000597,crane,CFIHOS-40000533,total weight,CFIHOS-90000006,API Spec 2C:2020,,,
CFIHOS-95003359,CFIHOS-30000597,crane,CFIHOS-40000533,total weight,CFIHOS-90000063,IOGP S-617:2018,,,
CFIHOS-95003360,CFIHOS-30000410,current to current converter,CFIHOS-40000009,ATEX category,CFIHOS-90000044,IEC 60529:2013,,,
