property group allowed for purpose CFIHOS unique code,property grouping or decomposition purpose CFIHOS unique code,property grouping purpose code,property grouping purpose description,source standard CFIHOS unique code,source standard code,property group CFIHOS unique code,property group code,property group description,property to group assignment CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,property sequence number,,,,,,,
CFIHOS-42000365,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000111,S620-FLD-411,Partitions and shutters - General,CFIHOS-44001007,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000173,ingress protection,,,,,,,,
CFIHOS-42000280,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000035,S560-FLD-764,Ratings of the internal arc classification (IAC),CFIHOS-44001008,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001013,integrated internal arc-fault detection system,,,,,,,,
CFIHOS-42000350,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000095,S620-FLD-389,Ratings of the internal arc classification (IAC),CFIHOS-44001009,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001013,integrated internal arc-fault detection system,,,,,,,,
CFIHOS-42000289,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000031,S560-FLD-826,Switchgear interlocking / intertripping interfaces,CFIHOS-44001010,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001004,interlocking / intertripping interface media,,,,,,,,
CFIHOS-42000289,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000031,S560-FLD-826,Switchgear interlocking / intertripping interfaces,CFIHOS-44001011,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001005,interlocking / intertripping interface protocol,,,,,,,,
CFIHOS-42000280,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000035,S560-FLD-764,Ratings of the internal arc classification (IAC),CFIHOS-44001012,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001014,internal arc-fault control device type,,,,,,,,
CFIHOS-42000280,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000035,S560-FLD-764,Ratings of the internal arc classification (IAC),CFIHOS-44001013,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001015,internal arc-fault reduction device type,,,,,,,,
CFIHOS-42000278,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000026,S560-FLD-459,Internal separation of PSC-assemblies (IEC 61439-2:2020),CFIHOS-44001014,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000987,internal separation for air circuit breaker functional units,,,,,,,,
CFIHOS-42000278,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000026,S560-FLD-459,Internal separation of PSC-assemblies (IEC 61439-2:2020),CFIHOS-44001015,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000988,internal separation for non-air circuit breaker functional units,,,,,,,,
CFIHOS-42000370,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000116,S620-FLD-416,Isolating switching devices (disconnectors),CFIHOS-44001016,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001294,isolating switching devices,,,,,,,,
CFIHOS-42000276,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000009,S560-FLD-449,"Instructions for handling, installation, operation and maintenance",CFIHOS-44001017,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000941,lifting device requirement,,,,,,,,
CFIHOS-42000360,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000105,S620-FLD-403,Low- and high-pressure interlocking and monitoring devices,CFIHOS-44001018,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001287,local gas pressure indication,,,,,,,,
CFIHOS-42000263,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000011,S560-FLD-420,Normal service conditions,CFIHOS-44001019,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000943,location in or outdoor,,,,,,,,
CFIHOS-42000263,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000011,S560-FLD-420,Normal service conditions,CFIHOS-44001020,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000206,lower limit ambient operating temperature,,,,,,,,
CFIHOS-42000270,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000023,S560-FLD-430,Internal electrical circuits and connections,CFIHOS-44001021,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000972,main circuit busbar insulation,,,,,,,,
CFIHOS-42000270,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000023,S560-FLD-430,Internal electrical circuits and connections,CFIHOS-44001022,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000973,main circuit earth-neutral link within incoming circuit units requirement,,,,,,,,
CFIHOS-42000272,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000017,S560-FLD-435,Selection of switching devices and components,CFIHOS-44001023,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000962,main circuit protection for lighting and small power feeders,,,,,,,,
CFIHOS-42000272,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000017,S560-FLD-435,Selection of switching devices and components,CFIHOS-44001024,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000963,main circuit protection for motor starters and contactor feeders,,,,,,,,
CFIHOS-42000352,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000097,S620-FLD-392,Design and construction,CFIHOS-44001025,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001279,main device type withdrawal requirements,,,,,,,,
CFIHOS-42000373,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000119,S620-FLD-421,Digital instruments,CFIHOS-44001026,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001301,measuring device accuracy,,,,,,,,
CFIHOS-42000374,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000120,S620-FLD-422,Energy metering,CFIHOS-44001027,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001301,measuring device accuracy,,,,,,,,
CFIHOS-42000262,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000010,S560-FLD-419,Device and/or component identification,CFIHOS-44001028,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000942,mimic (synoptic) diagrams requirement,,,,,,,,
CFIHOS-42000369,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000115,S620-FLD-415,Mimic diagrams,CFIHOS-44001029,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000942,mimic (synoptic) diagrams requirement,,,,,,,,
CFIHOS-42000274,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000019,S560-FLD-440,Motor starters and contactor feeders,CFIHOS-44001030,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000967,minimum motor size for space heater,,,,,,,,
CFIHOS-42000277,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000025,S560-FLD-458,Terminals for control and auxiliaries,CFIHOS-44001031,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000986,minimum spare terminal provision for future use,,,,,,,,
CFIHOS-42000378,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000125,S620-FLD-427,Terminals for control and auxiliaries,CFIHOS-44001032,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000986,minimum spare terminal provision for future use,,,,,,,,
CFIHOS-42000287,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000029,S560-FLD-824,Condition monitoring,CFIHOS-44001033,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000996,motor condition monitoring,,,,,,,,
CFIHOS-42000260,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000007,S560-FLD-416,Other characteristics,CFIHOS-44001034,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000234,mounting arrangement,,,,,,,,
CFIHOS-42000353,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000098,S620-FLD-393,General,CFIHOS-44001035,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000234,mounting arrangement,,,,,,,,
CFIHOS-42000266,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000024,S560-FLD-423,Terminals for external conductors,CFIHOS-44001036,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000983,multicore cable entry method,,,,,,,,
CFIHOS-42000380,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000127,S620-FLD-429,Application of communication protocols to protective functions,CFIHOS-44001037,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001308,number of redundant communication links,,,,,,,,
CFIHOS-42000266,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000024,S560-FLD-423,Terminals for external conductors,CFIHOS-44001038,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000978,outgoing (load) unit direction of external conductors,,,,,,,,
CFIHOS-42000266,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000024,S560-FLD-423,Terminals for external conductors,CFIHOS-44001039,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000979,outgoing (load) unit external conductor type,,,,,,,,
CFIHOS-42000377,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000124,S620-FLD-426,Terminals for external conductors,CFIHOS-44001040,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000979,outgoing (load) unit external conductor type,,,,,,,,
CFIHOS-42000377,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000124,S620-FLD-426,Terminals for external conductors,CFIHOS-44001041,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001305,outgoing cable entry direction,,,,,,,,
CFIHOS-42000269,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000015,S560-FLD-429,Protection against electric shock,CFIHOS-44001042,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000957,padlock provider,,,,,,,,
CFIHOS-42000385,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000110,S620-FLD-586,Locking facilities,CFIHOS-44001043,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000957,padlock provider,,,,,,,,
CFIHOS-42000381,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000128,S620-FLD-431,Routine tests,CFIHOS-44001044,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001310,partial discharge measurement test requirement,,,,,,,,
CFIHOS-42000365,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000111,S620-FLD-411,Partitions and shutters - General,CFIHOS-44001045,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001293,partition class,,,,,,,,
CFIHOS-42000280,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000035,S560-FLD-764,Ratings of the internal arc classification (IAC),CFIHOS-44001046,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000741,permissible arc duration,,,,,,,,
CFIHOS-42000350,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000095,S620-FLD-389,Ratings of the internal arc classification (IAC),CFIHOS-44001047,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000741,permissible arc duration,,,,,,,,
CFIHOS-42000280,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000035,S560-FLD-764,Ratings of the internal arc classification (IAC),CFIHOS-44001048,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000740,permissible short-circuit current under arcing conditions (Ip arc),,,,,,,,
CFIHOS-42000263,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000011,S560-FLD-420,Normal service conditions,CFIHOS-44001049,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000945,pollution degree of macro-environment,,,,,,,,
CFIHOS-42000275,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000020,S560-FLD-443,Unearthed electrical supplies (IT),CFIHOS-44001050,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000968,portable insulation fault locator requirement,,,,,,,,
CFIHOS-42000281,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000021,S560-FLD-801,Accessibility,CFIHOS-44001051,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000969,power switchgear and controlgear assembly physical configuration,,,,,,,,
CFIHOS-42000292,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000030,S560-FLD-831,Interface with control systems,CFIHOS-44001052,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000999,process control interface communication protocol,,,,,,,,
CFIHOS-42000292,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000030,S560-FLD-831,Interface with control systems,CFIHOS-44001053,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000998,process control interface media,,,,,,,,
CFIHOS-42000292,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000030,S560-FLD-831,Interface with control systems,CFIHOS-44001054,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001000,process control interface network redundancy,,,,,,,,
CFIHOS-42000386,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000122,S620-FLD-591,Protection devices,CFIHOS-44001055,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001303,protection relay type,,,,,,,,
CFIHOS-42000362,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000107,S620-FLD-405,Controlled pressure systems for gas,CFIHOS-44001056,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001290,provision of controlled pressure systems,,,,,,,,
CFIHOS-42000267,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000028,S560-FLD-424,Provision for future development,CFIHOS-44001057,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000992,provision of equipped spare functional outgoing units,,,,,,,,
CFIHOS-42000372,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000118,S620-FLD-419,Surge arrestors,CFIHOS-44001058,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001300,provision of metal oxide surge arresters,,,,,,,,
CFIHOS-42000267,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000028,S560-FLD-424,Provision for future development,CFIHOS-44001059,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000993,provision of space for future outgoing functional units,,,,,,,,
CFIHOS-42000284,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000005,S560-FLD-815,Current ratings,CFIHOS-44001060,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000521,rated current,,,,,,,,
CFIHOS-42000344,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000089,S620-FLD-383,Rated continuous current,CFIHOS-44001061,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000521,rated current,,,,,,,,
CFIHOS-42000347,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000092,S620-FLD-386,Rated duration of short circuit,CFIHOS-44001062,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000858,rated duration of short circuit,,,,,,,,
CFIHOS-42000259,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000006,S560-FLD-414,Rated diversity factor (RDF),CFIHOS-44001063,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000522,rated frequency,,,,,,,,
CFIHOS-42000343,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000088,S620-FLD-382,Rated frequency,CFIHOS-44001064,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000522,rated frequency,,,,,,,,
CFIHOS-42000349,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000094,S620-FLD-388,Rated supply frequency of closing and opening devices and of auxiliary circuits (where a.c. is used),CFIHOS-44001065,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000522,rated frequency,,,,,,,,
CFIHOS-42000342,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000087,S620-FLD-381,Rated insulation level,CFIHOS-44001066,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000855,rated lightning impulse withstand voltage (Up) kV peak,,,,,,,,
CFIHOS-42000346,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000091,S620-FLD-385,Rated peak withstand current,CFIHOS-44001067,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000857,rated peak phase to earth withstand current,,,,,,,,
CFIHOS-42000284,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000005,S560-FLD-815,Current ratings,CFIHOS-44001068,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000733,rated peak withstand current,,,,,,,,
CFIHOS-42000346,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000091,S620-FLD-385,Rated peak withstand current,CFIHOS-44001069,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000733,rated peak withstand current,,,,,,,,
CFIHOS-42000342,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000087,S620-FLD-381,Rated insulation level,CFIHOS-44001070,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000854,rated short-duration power-frequency withstand voltage (Ud),,,,,,,,
CFIHOS-42000345,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000090,S620-FLD-384,Rated short-time withstand current,CFIHOS-44001071,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000856,rated short-time phase to earth withstand current,,,,,,,,
CFIHOS-42000284,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000005,S560-FLD-815,Current ratings,CFIHOS-44001072,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000734,rated short-time withstand current,,,,,,,,
CFIHOS-42000345,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000090,S620-FLD-384,Rated short-time withstand current,CFIHOS-44001073,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000734,rated short-time withstand current,,,,,,,,
CFIHOS-42000284,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000005,S560-FLD-815,Current ratings,CFIHOS-44001074,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000735,rated short-time withstand current time duration,,,,,,,,
CFIHOS-42000258,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000004,S560-FLD-412,Voltage ratings,CFIHOS-44001075,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000528,rated voltage,,,,,,,,
CFIHOS-42000273,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000018,S560-FLD-437,Air circuit breakers,CFIHOS-44001076,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000528,rated voltage,,,,,,,,
CFIHOS-42000274,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000019,S560-FLD-440,Motor starters and contactor feeders,CFIHOS-44001077,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000528,rated voltage,,,,,,,,
CFIHOS-42000286,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000027,S560-FLD-823,Enclosure space heaters,CFIHOS-44001078,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000528,rated voltage,,,,,,,,
CFIHOS-42000341,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000086,S620-FLD-380,Rated voltage,CFIHOS-44001079,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000528,rated voltage,,,,,,,,
CFIHOS-42000359,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000104,S620-FLD-402,Heating elements,CFIHOS-44001080,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000528,rated voltage,,,,,,,,
CFIHOS-42000269,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000015,S560-FLD-429,Protection against electric shock,CFIHOS-44001081,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000956,"safety shutters, disconnectors and switches locking facility",,,,,,,,
CFIHOS-42000385,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000110,S620-FLD-586,Locking facilities,CFIHOS-44001082,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000956,"safety shutters, disconnectors and switches locking facility",,,,,,,,
CFIHOS-42000291,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000034,S560-FLD-829,Cyber security,CFIHOS-44001083,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001011,security certification for industrial automation and control system components,,,,,,,,
CFIHOS-42000264,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000012,S560-FLD-421,Special service conditions,CFIHOS-44001084,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000946,seismic activity zone,,,,,,,,
CFIHOS-42000384,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000084,S620-FLD-585,Location environment,CFIHOS-44001085,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000946,seismic activity zone,,,,,,,,
CFIHOS-42000284,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000005,S560-FLD-815,Current ratings,CFIHOS-44001086,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000736,short-circuit current in neutral conductor and in protective circuit,,,,,,,,
CFIHOS-42000266,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000024,S560-FLD-423,Terminals for external conductors,CFIHOS-44001087,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000984,single core cable entry method,,,,,,,,
CFIHOS-42000384,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000084,S620-FLD-585,Location environment,CFIHOS-44001088,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001271,site pollution severity class,,,,,,,,
CFIHOS-42000286,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000027,S560-FLD-823,Enclosure space heaters,CFIHOS-44001089,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000990,space heater control method,,,,,,,,
CFIHOS-42000359,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000104,S620-FLD-402,Heating elements,CFIHOS-44001090,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000990,space heater control method,,,,,,,,
CFIHOS-42000286,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000027,S560-FLD-823,Enclosure space heaters,CFIHOS-44001091,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000991,space heater monitoring method,,,,,,,,
CFIHOS-42000286,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000027,S560-FLD-823,Enclosure space heaters,CFIHOS-44001092,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000989,space heater requirement,,,,,,,,
CFIHOS-42000359,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000242,IOGP S-620:2022,CFIHOS-42000104,S620-FLD-402,Heating elements,CFIHOS-44001093,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000989,space heater requirement,,,,,,,,
CFIHOS-42000265,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000013,S560-FLD-422,Storage and handling,CFIHOS-44001094,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000950,storage and handling environmental conditions,,,,,,,,
CFIHOS-42000270,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000240,IOGP S-560:2022,CFIHOS-42000023,S560-FLD-430,Internal electrical circuits and connections,CFIHOS-44001095,CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000975,supplementary conductor marking by colour,,,,,,,,
