tag class CFIHOS unique code,tag class name,property CFIHOS unique code,property name,SI unit of measure CFIHOS unique code,SI unit of measure name,imperial unit of measure CFIHOS unique code,imperial unit of measure name
CFIHOS-30000867,spiral heat exchanger,CFIHOS-40000697,heat transfer area,,,,
CFIHOS-30000867,spiral heat exchanger,CFIHOS-40000698,hot side temperature drop,,,,
CFIHOS-30000504,spool piece,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000657,spray nozzle,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000868,stabilizer column,CFIHOS-40000026,bottom section normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000868,stabilizer column,CFIHOS-40000027,bottom section normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000868,stabilizer column,CFIHOS-40000487,design specification,,,,
CFIHOS-30000868,stabilizer column,CFIHOS-40000613,external coating specification,,,,
CFIHOS-30000868,stabilizer column,CFIHOS-40000114,external insulation type,,,,
CFIHOS-30000868,stabilizer column,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000868,stabilizer column,CFIHOS-40000178,insulation code,,,,
CFIHOS-30000868,stabilizer column,CFIHOS-40000184,intermediate section normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000868,stabilizer column,CFIHOS-40000185,intermediate section normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000868,stabilizer column,CFIHOS-40000420,top section normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000868,stabilizer column,CFIHOS-40000421,top section normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000868,stabilizer column,CFIHOS-40000535,upper limit design pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000868,stabilizer column,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000251,stack,CFIHOS-40000179,insulation type,,,,
CFIHOS-30000251,stack,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000251,stack,CFIHOS-40000381,stack type,,,,
CFIHOS-30000997,staircase,CFIHOS-40000687,type of staircase,,,,
CFIHOS-30000630,static mixer,CFIHOS-40000487,design specification,,,,
CFIHOS-30000630,static mixer,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000630,static mixer,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000630,static mixer,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000630,static mixer,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000630,static mixer,CFIHOS-40000551,lower limit design pressure,,,,
CFIHOS-30000630,static mixer,CFIHOS-40000503,lower limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000630,static mixer,CFIHOS-40000556,lower limit operating pressure,,,,
CFIHOS-30000630,static mixer,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000630,static mixer,CFIHOS-40000412,test medium,,,,
CFIHOS-30000630,static mixer,CFIHOS-40000532,test pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000630,static mixer,CFIHOS-40000535,upper limit design pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000630,static mixer,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000630,static mixer,CFIHOS-40000537,upper limit operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000630,static mixer,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000556,steam turbine,CFIHOS-40000487,design specification,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000075,direction of rotation,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000085,driven unit normal operating shaft power,CFIHOS-60001458,kilowatt,CFIHOS-65000001,electric-horsepower
CFIHOS-30000556,steam turbine,CFIHOS-40000086,driven unit normal speed,CFIHOS-60001480,revolution per minute,CFIHOS-60001480,revolution per minute
CFIHOS-30000556,steam turbine,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000135,fuel type,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000552,lower limit operating inlet pressure,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000553,lower limit operating inlet temperature,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000554,lower limit operating outlet pressure,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000555,lower limit operating outlet temperature,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000556,steam turbine,CFIHOS-40000220,lower limit output power,CFIHOS-60001458,kilowatt,CFIHOS-65000001,electric-horsepower
CFIHOS-30000556,steam turbine,CFIHOS-40000252,normal operating cooling water inlet temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000556,steam turbine,CFIHOS-40000256,normal operating extraction steam mass flow rate,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000556,steam turbine,CFIHOS-40000257,normal operating extraction steam pressure,CFIHOS-60000744,kilopascal gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000556,steam turbine,CFIHOS-40000258,normal operating extraction steam temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000556,steam turbine,CFIHOS-40000511,normal operating inlet pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000556,steam turbine,CFIHOS-40000285,normal operating inlet steam pressure,CFIHOS-60000744,kilopascal gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000556,steam turbine,CFIHOS-40000286,normal operating inlet steam temperature,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000272,normal operating inlet temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000556,steam turbine,CFIHOS-40000278,normal operating outlet pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000556,steam turbine,CFIHOS-40000287,normal operating outlet steam pressure,CFIHOS-60000744,kilopascal gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000556,steam turbine,CFIHOS-40000288,normal operating outlet steam temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000556,steam turbine,CFIHOS-40000282,normal operating outlet temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000556,steam turbine,CFIHOS-40000283,normal operating rotational speed,CFIHOS-60001480,revolution per minute,CFIHOS-60001480,revolution per minute
CFIHOS-30000556,steam turbine,CFIHOS-40000292,normal output power,CFIHOS-60001458,kilowatt,CFIHOS-65000001,electric-horsepower
CFIHOS-30000556,steam turbine,CFIHOS-40000307,number of shafts,CFIHOS-60000932,piece,CFIHOS-60000932,piece
CFIHOS-30000556,steam turbine,CFIHOS-40000309,operation continuous intermittent,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000412,test medium,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000532,test pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000556,steam turbine,CFIHOS-40000177,thermal insulation class,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000445,turbine cycle,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000456,upper limit cooling water outlet temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000556,steam turbine,CFIHOS-40000466,upper limit operating inlet pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000556,steam turbine,CFIHOS-40000574,upper limit operating inlet temperature,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000575,upper limit operating outlet pressure,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000576,upper limit operating outlet temperature,,,,
CFIHOS-30000556,steam turbine,CFIHOS-40000537,upper limit operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000556,steam turbine,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000592,stripper,CFIHOS-40000042,coil normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000592,stripper,CFIHOS-40000043,coil normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000592,stripper,CFIHOS-40000114,external insulation type,,,,
CFIHOS-30000592,stripper,CFIHOS-40000119,external upper limit design pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000592,stripper,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000592,stripper,CFIHOS-40000187,internal insulation type,,,,
CFIHOS-30000592,stripper,CFIHOS-40000192,internal upper limit design pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000592,stripper,CFIHOS-40000196,jacket normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000592,stripper,CFIHOS-40000197,jacket normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000592,stripper,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000592,stripper,CFIHOS-40000232,minimum design metal temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000592,stripper,CFIHOS-40000356,shell normal external operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000592,stripper,CFIHOS-40000357,shell normal internal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000592,stripper,CFIHOS-40000358,shell normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000592,stripper,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000592,stripper,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000869,stripper column,CFIHOS-40000026,bottom section normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000869,stripper column,CFIHOS-40000027,bottom section normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000869,stripper column,CFIHOS-40000487,design specification,,,,
CFIHOS-30000869,stripper column,CFIHOS-40000613,external coating specification,,,,
CFIHOS-30000869,stripper column,CFIHOS-40000114,external insulation type,,,,
CFIHOS-30000869,stripper column,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000869,stripper column,CFIHOS-40000178,insulation code,,,,
CFIHOS-30000869,stripper column,CFIHOS-40000184,intermediate section normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000869,stripper column,CFIHOS-40000185,intermediate section normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000869,stripper column,CFIHOS-40000420,top section normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000869,stripper column,CFIHOS-40000421,top section normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000869,stripper column,CFIHOS-40000535,upper limit design pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000869,stripper column,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000998,structural ancillary frame,CFIHOS-40000688,type of structural ancillary frame,,,,
CFIHOS-30000999,structural cell wall,CFIHOS-40000689,type of structural cell wall,,,,
CFIHOS-30001000,structural floor,CFIHOS-40000690,type of structural floor,,,,
CFIHOS-30001001,structural frame,CFIHOS-40000676,type of structural frame,,,,
CFIHOS-30001002,structural wall,CFIHOS-40000680,type of structural wall,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000870,submersible connector,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000679,subsea distribution unit,CFIHOS-40000487,design specification,,,,
CFIHOS-30000679,subsea distribution unit,CFIHOS-40000178,insulation code,,,,
CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000133,fluid phase,,,,
CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000497,hydrostatic test pressure,,,,
CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000503,lower limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000562,pigging requirements,,,,
CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000535,upper limit design pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000714,subsea flexible flowline,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000718,subsea jumper,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000718,subsea jumper,CFIHOS-40000503,lower limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000718,subsea jumper,CFIHOS-40000535,upper limit design pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000718,subsea jumper,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000254,sump,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000254,sump,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000254,sump,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000254,sump,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000732,surge protection,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000732,surge protection,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000873,swing check valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000873,swing check valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000873,swing check valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000873,swing check valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000873,swing check valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000873,swing check valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000873,swing check valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000369,switchboard,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001276,accessibility type as per IEC 62271-200,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000964,air circuit breaker auxiliary contact provision,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000933,assumed loading factor distribution - 1 circuit,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000937,assumed loading factor distribution - 10 or more circuits,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000934,assumed loading factor distribution - 2 and 3 circuits,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000935,assumed loading factor distribution - 4 and 5 circuits,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000936,assumed loading factor distribution - 6 and 9 circuits,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000938,assumed loading factor electric actuator (MOV),,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000940,assumed loading factor motors rated greater than 100 kW,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000939,assumed loading factor motors rated less than or equal to 100 kW,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000980,auxiliary cable direction of external conductors,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001306,auxiliary cable entry direction,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000981,auxiliary cable external conductor type,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000859,auxiliary circuits voltage,CFIHOS-60001423,volt,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000853,average relative humidity,CFIHOS-60000001,percent,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001277,back-to-wall switchgear configuration required,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000961,bus coupler switching device requirement,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001278,cable termination chamber location,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001296,capacitive breaking capability class of switches,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000995,circuit breaker condition monitoring,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001275,circuit breaker spring charging motors voltage,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001288,circuit breaker switching medium,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001298,circuit-breaker mechanical endurance class,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001297,circuit-breaker restrike class,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001299,circuit-breaker system class,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001274,closing and opening control voltage,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001273,closing and opening indication voltage,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001272,closing and tripping devices voltage,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000599,communication protocol,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001309,communication protocol availability class,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001307,communication protocol performance class,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000955,compartment doors locking facility,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001280,compartment insulating medium,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000982,conductor material,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000928,conformity assessment system level,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000965,contactor control power source,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001289,contactor switching medium,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000929,country region,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000966,earth fault front of compartment reset,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001283,earthing device operator location,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001282,earthing switch mechanical endurance class,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000930,earthing system,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001016,ECMS simulation test requirement,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001001,electrical control interface media,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001002,electrical control interface network redundancy,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001281,electrical endurance class,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000947,electromagnetic compatibility environment,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000739,elevation over mean sea level,CFIHOS-60001461,metre,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001291,enclosure floor surface,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000971,energy and maximum demand metering accuracy,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000944,environmental location,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000954,equipment access,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001312,equipment integration location,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000959,facility to remotely test withdrawn functional units,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000985,glanding requirement,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001286,HV connection compartment space heater requirement,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001012,IEC TR 61641:2014 arcing class,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000997,IED brand,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001003,IED remote configuration via ECMS,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001009,IED to generator control panel interface media,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001010,IED to generator control panel interface protocol,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001006,IED to power management system interface media,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001007,IED to power management system interface protocol,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001008,IED to power management system network redundancy,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000951,impact protection,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000976,incoming (supply) unit entry of external conductors,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000977,incoming (supply) unit external conductor type,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001304,incoming cable entry direction,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000960,incoming unit switching device requirement,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000173,ingress protection,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001013,integrated internal arc-fault detection system,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001004,interlocking / intertripping interface media,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001005,interlocking / intertripping interface protocol,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001014,internal arc-fault control device type,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001015,internal arc-fault reduction device type,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000987,internal separation for air circuit breaker functional units,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000988,internal separation for non-air circuit breaker functional units,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001294,isolating switching devices,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000941,lifting device requirement,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001287,local gas pressure indication,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000943,location in or outdoor,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000206,lower limit ambient operating temperature,CFIHOS-60001435,degree celsius,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001285,LV auxiliary compartment space heater requirement,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001292,LV compartments locking facility,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000972,main circuit busbar insulation,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000973,main circuit earth-neutral link within incoming circuit units requirement,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000962,main circuit protection for lighting and small power feeders,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000963,main circuit protection for motor starters and contactor feeders,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001279,main device type withdrawal requirements,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001301,measuring device accuracy,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000942,mimic (synoptic) diagrams requirement,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000967,minimum motor size for space heater,CFIHOS-60001458,kilowatt,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000986,minimum spare terminal provision for future use,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000996,motor condition monitoring,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000234,mounting arrangement,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000983,multicore cable entry method,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000241,nominal current,CFIHOS-60001427,ampere,CFIHOS-60001427,ampere
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001308,number of redundant communication links,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000603,operating voltage,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000978,outgoing (load) unit direction of external conductors,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000979,outgoing (load) unit external conductor type,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001305,outgoing cable entry direction,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40000957,padlock provider,,,,
CFIHOS-30000370,switchgear and controlgear,CFIHOS-40001310,partial discharge measurement test requirement,,,,
